key,asset_team,well,category,entry_type,well_name_meta,bytes,parse_source,parsed_ref
FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S733H/Drilling/BHA & Bits/DONUT PALACE-STX-UNIT S733H - BHA #1 Performance Report.pdf,FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S733H,Drilling/BHA & Bits,Motor Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0223.pdf.json
WESTLAKE RESOURCES/BULL MOUNTAIN-31-18-DIV S515HF/Drilling/BHA & Bits/BULL MOUNTAIN-31-18-DIV S515HF - Motor Report BHA #3 713-50-0047.pdf,WESTLAKE RESOURCES,BULL MOUNTAIN-31-18-DIV S515HF,Drilling/BHA & Bits,Motor Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0224.pdf.json
WESTLAKE RESOURCES/FONDA-23-02-BAL N513HF/Drilling/BHA & Bits/FONDA-23-02-BAL N513HF - Motor Report BHA #6 Lateral  (14923270).pdf,WESTLAKE RESOURCES,FONDA-23-02-BAL N513HF,Drilling/BHA & Bits,Motor Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0225.pdf.json
WESTLAKE RESOURCES/BULL MOUNTAIN-31-18-DIV S617HF/Drilling/BHA & Bits/BULL MOUNTAIN-31-18-DIV S617HF - Motor Report BHA #2 PRD7-032.pdf,WESTLAKE RESOURCES,BULL MOUNTAIN-31-18-DIV S617HF,Drilling/BHA & Bits,Motor Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0226.pdf.json
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-B S736H/Drilling/BHA & Bits/REVIVAL-STX-UNIT-B S736H - BHA #7 Motor Report (TD700-PD-294).pdf,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-B S736H,Drilling/BHA & Bits,Motor Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0227.pdf.json
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-A S732H/Drilling/BHA & Bits/REVIVAL-STX-UNIT-A S732H - BHA #3 Motor Report (TD962-07) Oasis.pdf,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-A S732H,Drilling/BHA & Bits,Motor Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0228.pdf.json
FP GRIFFIN/CLEVELAND FEDERAL 2/Drilling/Mud & Fluids/CLEVELAND-FEDERAL-2_424393303400_MUD_Mass-Spec.mlg,FP GRIFFIN,CLEVELAND FEDERAL 2,Drilling/Mud & Fluids,Mud Log Data,,,pilot-error,
FP GRIFFIN/HENCKEN UNIT A FED 9H/Drilling/Mud & Fluids/HENCKEN-UNIT-A-FEDERAL-9H_424393506400_MUD.ml6,FP GRIFFIN,HENCKEN UNIT A FED 9H,Drilling/Mud & Fluids,Mud Log Data,,,pilot-error,
FP GRIFFIN/EAST CLETUS UNIT 2H/Drilling/Mud & Fluids/CLETUS-EAST-UNIT-2H_422173048600_MUD_2.CMT,FP GRIFFIN,EAST CLETUS UNIT 2H,Drilling/Mud & Fluids,Mud Log Data,,,pilot-error,
FORMENTERA SOUTH TEXAS/HOOEY-STX-UNIT-C N736H/Drilling/Mud & Fluids/42163343990000_Hooey-STX-Unit-C-N736H_Formentera_AM Report_03-31-2026.pdf,FORMENTERA SOUTH TEXAS,HOOEY-STX-UNIT-C N736H,Drilling/Mud & Fluids,Mud Log Data,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0232.pdf.json
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N734H/Drilling/Mud & Fluids/42163343800000_Wrangler-STX-Unit-N734H_Formentera_1in_Mudlog.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N734H,Drilling/Mud & Fluids,Mud Log Data,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0233.pdf.json
FORMENTERA SOUTH TEXAS/HOOEY-STX-UNIT-B N724H/Drilling/Mud & Fluids/42163343980000_Hooey-STX-Unit-B-N724H_Formentera_PM Report_05-21-2026.pdf,FORMENTERA SOUTH TEXAS,HOOEY-STX-UNIT-B N724H,Drilling/Mud & Fluids,Mud Log Data,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0234.pdf.json
FORMENTERA SOUTH TEXAS/ROPER-STX N731HP/Drilling/Programs/Mud Program_Formentera_Frio County_Roper STX Unit N731HP.pdf,FORMENTERA SOUTH TEXAS,ROPER-STX N731HP,Drilling/Programs,Mud Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0235.pdf.json
WESTLAKE RESOURCES/THE GREAT-25-01-PGN S514HT/Drilling/Programs/Formentera - Nabors B-23 - GREAT PAD - Well Data.xlsx,WESTLAKE RESOURCES,THE GREAT-25-01-PGN S514HT,Drilling/Programs,Mud Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0236.xlsx.json
WESTLAKE RESOURCES/BULL MOUNTAIN-31-31-DIV N112DW/Drilling/Programs/FORMENTERA - DOS - BULL MOUNTAIN PAD - NABORS B-23.pdf,WESTLAKE RESOURCES,BULL MOUNTAIN-31-31-DIV N112DW,Drilling/Programs,Mud Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0237.pdf.json
WESTLAKE RESOURCES/THE GREAT-25-01-PGN S518HT/Drilling/Programs/FORMENTERA - THE GREAT PAD - DOS- NABORS B-23.pdf,WESTLAKE RESOURCES,THE GREAT-25-01-PGN S518HT,Drilling/Programs,Mud Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0238.pdf.json
WESTLAKE RESOURCES/THE GREAT-25-25-PGN E116DW/Drilling/Programs/Formentera - Nabors B-23 - GREAT PAD - Well Data.xlsx,WESTLAKE RESOURCES,THE GREAT-25-25-PGN E116DW,Drilling/Programs,Mud Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0239.xlsx.json
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-B S736H/Drilling/Programs/Revival STX - Mud Program.pdf,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-B S736H,Drilling/Programs,Mud Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0240.pdf.json
WESTLAKE RESOURCES/BULL MOUNTAIN-31-18-DIV S617HF/Drilling/Mud & Fluids/Formentera - EOW Recap - Bull Mountain 31-18-DIV S617HF - Nabors B-23.pdf,WESTLAKE RESOURCES,BULL MOUNTAIN-31-18-DIV S617HF,Drilling/Mud & Fluids,Mud Recap,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0241.pdf.json
WESTLAKE RESOURCES/BULL MOUNTAIN-31-18-DIV S611HF/Drilling/Mud & Fluids/FORMENTERA -EOW RECAP - BULL MOUNTAIN 31-18-DIV S611HF - NABORS B-23.pdf,WESTLAKE RESOURCES,BULL MOUNTAIN-31-18-DIV S611HF,Drilling/Mud & Fluids,Mud Recap,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0242.pdf.json
FORMENTERA SOUTH TEXAS/PENDLETON-STX-UNIT N734H/Drilling/Mud & Fluids/Formentera - Pendelton - STX  -Unit N734H - Newpark Mud Recap.pdf,FORMENTERA SOUTH TEXAS,PENDLETON-STX-UNIT N734H,Drilling/Mud & Fluids,Mud Recap,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0243.pdf.json
FORMENTERA SOUTH TEXAS/PENDLETON-STX-UNIT N735H/Drilling/Mud & Fluids/Formentera - Pendelton - STX- Unit N735H - Newpark Mud Recap.pdf,FORMENTERA SOUTH TEXAS,PENDLETON-STX-UNIT N735H,Drilling/Mud & Fluids,Mud Recap,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0244.pdf.json
FORMENTERA SOUTH TEXAS/DARLENE 1-STX N731HP/Drilling/Mud & Fluids/Formentera - Darlene 1-STX N731HP - Newpark Mud Recap.pdf,FORMENTERA SOUTH TEXAS,DARLENE 1-STX N731HP,Drilling/Mud & Fluids,Mud Recap,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0245.pdf.json
FORMENTERA SOUTH TEXAS/G2 845-846-STX C311VW/Drilling/Mud & Fluids/Formentera - G2845-846-STXC311VW SWD - NDF Mud Recap.pdf,FORMENTERA SOUTH TEXAS,G2 845-846-STX C311VW,Drilling/Mud & Fluids,Mud Recap,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0246.pdf.json
"FP GRIFFIN/HUDSON, SHERMAN 1H/Well Information/Offset Data/423673426600-HUDSON,_SHERMAN_1H-Offset_Well_Data-0001.pdf.PDF",FP GRIFFIN,"HUDSON, SHERMAN 1H",Well Information/Offset Data,Offset Data,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0247.pdf.json
FP GRIFFIN/MCCLURE 1H/Well Information/Offset Data/McClure 1H Timeline.docx,FP GRIFFIN,MCCLURE 1H,Well Information/Offset Data,Offset Data,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0248.docx.json
"FP GRIFFIN/BOLES, VERDIA 1H/Well Information/Offset Data/422513149200-BOLES,_VERDIA_1H-Map_1.pdf",FP GRIFFIN,"BOLES, VERDIA 1H",Well Information/Offset Data,Offset Data,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0249.pdf.json
"FP GRIFFIN/ENGLAND, DENA 1H/Logs & Surveys/Open Hole/ENGLAND-DENA-1H_422513056800_MICRO_1.tif",FP GRIFFIN,"ENGLAND, DENA 1H",Logs & Surveys/Open Hole,Open Hole Logs,,,pilot-failed,
FP GRIFFIN/DECLEVA B 1H/Logs & Surveys/Open Hole/DECLEVA-B-1H_422513206500_COMBO_12700786.tif,FP GRIFFIN,DECLEVA B 1H,Logs & Surveys/Open Hole,Open Hole Logs,,,pilot-failed,
"FP GRIFFIN/BOYLE, OTICE 1H/Logs & Surveys/Open Hole/BOYLE-OTICE-1_422513026200_RES_1.tif",FP GRIFFIN,"BOYLE, OTICE 1H",Logs & Surveys/Open Hole,Open Hole Logs,,,pilot-failed,
FP GRIFFIN/FAXEL 2H/Logs & Surveys/Open Hole/FAXEL-2H_423673370800_DEN_1.TIF,FP GRIFFIN,FAXEL 2H,Logs & Surveys/Open Hole,Open Hole Logs,,,pilot-failed,
FP GRIFFIN/GILL CROSSING 1H/Logs & Surveys/Open Hole/422513329900-GILL_CROSSING_1H-Wellbore_Imaging_Report-0049.pptx.PPTX,FP GRIFFIN,GILL CROSSING 1H,Logs & Surveys/Open Hole,Open Hole Logs,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0254.pptx.json
FP GRIFFIN/HYDE HICKMAN C 1H/Logs & Surveys/Open Hole/HYDE-HICKMAN-C-1_424393353200_MICRO.tif,FP GRIFFIN,HYDE HICKMAN C 1H,Logs & Surveys/Open Hole,Open Hole Logs,,,pilot-failed,
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N734H/Logs & Surveys/PVA/Wrangler-STX-Unit-N734H - PVA Wallplot.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N734H,Logs & Surveys/PVA,PVA,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0256.pdf.json
FORMENTERA SOUTH TEXAS/HOOEY-STX-UNIT-C N736H/Logs & Surveys/PVA/Formentera - Hooey-STX-Unit-N736H - PVA.pdf,FORMENTERA SOUTH TEXAS,HOOEY-STX-UNIT-C N736H,Logs & Surveys/PVA,PVA,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0257.pdf.json
WESTLAKE RESOURCES/MCCALLISTER-25-12-PGN N518HF/Logs & Surveys/PVA/Formentera - McCallister-25-12-PGN N518HF - AC Report.pdf,WESTLAKE RESOURCES,MCCALLISTER-25-12-PGN N518HF,Logs & Surveys/PVA,PVA,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0258.pdf.json
WESTLAKE RESOURCES/FONDA-23-02-BAL N611HF/Logs & Surveys/PVA/Fonda-23-23-BAL N611HF - PVA.pdf,WESTLAKE RESOURCES,FONDA-23-02-BAL N611HF,Logs & Surveys/PVA,PVA,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0259.pdf.json
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-A S724H/Logs & Surveys/PVA/Formentera - Revival STX Unit A S724H ST-01 - AC Report.pdf,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-A S724H,Logs & Surveys/PVA,PVA,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0260.pdf.json
WESTLAKE RESOURCES/BULL MOUNTAIN-31-31-DIV N112DW/Logs & Surveys/PVA/Formentera - Bull Mountain-31-31-DIV N112DW - PVA.pdf,WESTLAKE RESOURCES,BULL MOUNTAIN-31-31-DIV N112DW,Logs & Surveys/PVA,PVA,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0261.pdf.json
FORMENTERA SOUTH TEXAS/HOOEY-STX-UNIT N731H/Production/Reports/Hooey STX-Unit N731H PVT Final.pdf,FORMENTERA SOUTH TEXAS,HOOEY-STX-UNIT N731H,Production/Reports,PVT Report,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0262.pdf.json
FORMENTERA SOUTH TEXAS/ROPER-STX-UNIT S731H/Production/Reports/Roper STX N and S 731H Final.xlsx,FORMENTERA SOUTH TEXAS,ROPER-STX-UNIT S731H,Production/Reports,PVT Report,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0263.xlsx.json
FORMENTERA SOUTH TEXAS/SENDERO-STX-UNIT S731H/Production/Reports/Sendero-STX-Unit S731H PVT Final.pdf,FORMENTERA SOUTH TEXAS,SENDERO-STX-UNIT S731H,Production/Reports,PVT Report,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0264.pdf.json
FORMENTERA SOUTH TEXAS/HOOEY-STX-UNIT N731H/Production/Reports/Hooey STX-Unit N731H PVT Final.xlsx,FORMENTERA SOUTH TEXAS,HOOEY-STX-UNIT N731H,Production/Reports,PVT Report,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0265.xlsx.json
FORMENTERA SOUTH TEXAS/ROPER-STX-UNIT S731H/Production/Reports/Roper STX N and S 731H Final.pdf,FORMENTERA SOUTH TEXAS,ROPER-STX-UNIT S731H,Production/Reports,PVT Report,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0266.pdf.json
FORMENTERA SOUTH TEXAS/SENDERO-STX-UNIT S731H/Production/Reports/Sendero-STX-Unit S731H PVT Final.xlsx,FORMENTERA SOUTH TEXAS,SENDERO-STX-UNIT S731H,Production/Reports,PVT Report,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0267.xlsx.json
"FP GRIFFIN/CZAJKOWSKI, BRUNO 9H/Completions/Perforations/422513377300-CZAJKOWSKI,_BRUNO_9H-Perforating_Reports-0001.pdf.PDF",FP GRIFFIN,"CZAJKOWSKI, BRUNO 9H",Completions/Perforations,Perforation Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0268.pdf.json
"FP GRIFFIN/HOLLINGSWORTH GARY 1H/Completions/Perforations/422513092300-HOLLINGSWORTH,_GARY_1H-Perforating_Reports-0001.pdf.pdf",FP GRIFFIN,HOLLINGSWORTH GARY 1H,Completions/Perforations,Perforation Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0269.pdf.json
"FP GRIFFIN/HAND MAIREAD 7H/Completions/Perforations/422513386200-HAND,_MAIREAD_7H-Perforating_Reports-0002.pdf.PDF",FP GRIFFIN,HAND MAIREAD 7H,Completions/Perforations,Perforation Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0270.pdf.json
"FP GRIFFIN/HAND MAIREAD 6H/Completions/Perforations/422513386100-HAND,_MAIREAD_6H-Perforating_Reports-0001.pdf.PDF",FP GRIFFIN,HAND MAIREAD 6H,Completions/Perforations,Perforation Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0271.pdf.json
"FP GRIFFIN/WILLIS JERRY 1H/Completions/Perforations/422173075600-WILLIS,_JERRY_1H-Perforating_Reports-0002.xls.XLS",FP GRIFFIN,WILLIS JERRY 1H,Completions/Perforations,Perforation Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0272.xls.json
"FP GRIFFIN/HAND MAIREAD 2H/Completions/Perforations/422513385800-HAND,_MAIREAD_2H-Perforating_Reports-0002.pdf.PDF",FP GRIFFIN,HAND MAIREAD 2H,Completions/Perforations,Perforation Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0273.pdf.json
"FP GRIFFIN/BOYD, BILLY 8H/Land/Plats/422513198100-BOYD,_BILLY_8H-Prospect_Justification-0001.pdf.PDF",FP GRIFFIN,"BOYD, BILLY 8H",Land/Plats,Plat,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0274.pdf.json
"FP GRIFFIN/ARMSTRONG, JAMES 4H/Land/Plats/ARMSTRONG, JAMES 4H PLAT.pdf",FP GRIFFIN,"ARMSTRONG, JAMES 4H",Land/Plats,Plat,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0275.pdf.json
"FP GRIFFIN/GATLIN WINSTON 2H/Land/Plats/422513208800-GATLIN,_WINSTON_2H-Prospect_Justification-0001.pdf.PDF",FP GRIFFIN,GATLIN WINSTON 2H,Land/Plats,Plat,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0276.pdf.json
"FP GRIFFIN/CONN, JAMES IV 1H/Land/Plats/422173057600-CONN,_JAMES_IV_1H-Prospect_Justification-0001.pdf.PDF",FP GRIFFIN,"CONN, JAMES IV 1H",Land/Plats,Plat,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0277.pdf.json
FP GRIFFIN/IGR UNIT 1H/Land/Plats/IGR Unit #1H Drilling plat.pdf,FP GRIFFIN,IGR UNIT 1H,Land/Plats,Plat,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0278.pdf.json
"FP GRIFFIN/PRESTON ELIZABETH 1H/Land/Plats/422513070600-PRESTON,_ELIZABETH_1H-Prospect_Justification-0001.pdf.PDF",FP GRIFFIN,PRESTON ELIZABETH 1H,Land/Plats,Plat,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0279.pdf.json
"FP GRIFFIN/EDWARDS, C. J. UNIT 1/Completions/Post Job/423673405100-EDWARDS,_C._J._UNIT_1-Completion_Prognosis-0001.Doc.Doc",FP GRIFFIN,"EDWARDS, C. J. UNIT 1",Completions/Post Job,Post Job Reports,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0280.doc.json
FP GRIFFIN/ISLAND GROVE RANCH 1H/Completions/Post Job/422173039200-ISLAND_GROVE_RANCH_UNIT_1-Post_Well_Evaluation-0005.pdf.PDF,FP GRIFFIN,ISLAND GROVE RANCH 1H,Completions/Post Job,Post Job Reports,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0281.pdf.json
FP GRIFFIN/MARTINDALE 1H/Completions/Post Job/422173037400-MARTINDALE_1H-Post_Well_Evaluation-0001.pdf.PDF,FP GRIFFIN,MARTINDALE 1H,Completions/Post Job,Post Job Reports,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0282.pdf.json
"FP GRIFFIN/LAIN TOMMY 1H/Completions/Post Job/422513075500-LAIN,_TOMMY_1H-Completion_Prognosis-0002.doc.doc",FP GRIFFIN,LAIN TOMMY 1H,Completions/Post Job,Post Job Reports,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0283.doc.json
FP GRIFFIN/MCCLANAHAN 1H/Completions/Post Job/422513043400-MCCLANAHAN_1H-End_of_Well_Summary-0001.pdf.PDF,FP GRIFFIN,MCCLANAHAN 1H,Completions/Post Job,Post Job Reports,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0284.pdf.json
FP GRIFFIN/SCOTT UNIT 1H/Completions/Post Job/422513046200-SCOTT_UNIT_1H-Post_Well_Evaluation-0005.doc.DOC,FP GRIFFIN,SCOTT UNIT 1H,Completions/Post Job,Post Job Reports,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0285.doc.json
"FP GRIFFIN/MAHAFFEY SUE 5H/Production/Reports/422513105000-MAHAFFEY,_SUE_5H-TAB_G&G-Reservoir-0001..PDF",FP GRIFFIN,MAHAFFEY SUE 5H,Production/Reports,Production Information,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0286.pdf.json
FP GRIFFIN/MURRIN BEAR CREEK 10H/Production/Reports/424393658800-MURRIN_BEAR_CREEK_10H-Notice_of_Well_Status-0002.doc.DOC,FP GRIFFIN,MURRIN BEAR CREEK 10H,Production/Reports,Production Information,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0287.doc.json
"FP GRIFFIN/CRABTREE, GARY GU 3/Production/Reports/422513357400-CRABTREE,_GARY_3H-Production_Equipment_Specifications-0001.docx.docx",FP GRIFFIN,"CRABTREE, GARY GU 3",Production/Reports,Production Information,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0288.docx.json
"FP GRIFFIN/SNODGRESS RANDAL 3H/Production/Reports/422513259600-SNODGRESS,_RANDAL_3H-TAB_G&G-Reservoir-0002.pdf.pdf",FP GRIFFIN,SNODGRESS RANDAL 3H,Production/Reports,Production Information,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0289.pdf.json
"FP GRIFFIN/PITTS, CHARLES 7H/Production/Reports/422513195300-PITTS,_CHARLES_7H-Notice_of_Well_Status-0007.pdf.PDF",FP GRIFFIN,"PITTS, CHARLES 7H",Production/Reports,Production Information,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0290.pdf.json
"FP GRIFFIN/HICKEY BILLY 7H/Production/Reports/422513236900-HICKEY,_BILLY_7H-Notice_of_Well_Status-0004.doc.doc",FP GRIFFIN,HICKEY BILLY 7H,Production/Reports,Production Information,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0291.doc.json
"FP GRIFFIN/BOYD, BILLY 9H/Regulatory/Permits & Filings/422513191700-BOYD,_BILLY_9H-TAB_Regulatory-0003..PDF",FP GRIFFIN,"BOYD, BILLY 9H",Regulatory/Permits & Filings,Regulatory Information,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0292.pdf.json
"FP GRIFFIN/WAKEFIELD SANDRA 3H/Regulatory/Permits & Filings/422213148500-WAKEFIELD,_SANDRA_3H-Log_Summary_Report-0002.xls.XLS",FP GRIFFIN,WAKEFIELD SANDRA 3H,Regulatory/Permits & Filings,Regulatory Information,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0293.xls.json
WESTLAKE RESOURCES/FTH-22-34-BND S518HF/Regulatory/Permits & Filings/FTH-22-34-BND S518HF Approved NDIC APD (1).pdf,WESTLAKE RESOURCES,FTH-22-34-BND S518HF,Regulatory/Permits & Filings,Regulatory Information,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0294.pdf.json
FP GRIFFIN/HARRIS FAMILY LP 2H/Regulatory/Permits & Filings/422513415500-HARRIS_FAMILY_LP_2H-TAB_Regulatory-0002.pdf.pdf,FP GRIFFIN,HARRIS FAMILY LP 2H,Regulatory/Permits & Filings,Regulatory Information,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0295.pdf.json
FP GRIFFIN/BONTKE TRUST 1H/Regulatory/Permits & Filings/422513081800-BONTKE_TRUST_UNIT_1-TAB_Regulatory-0024..PDF,FP GRIFFIN,BONTKE TRUST 1H,Regulatory/Permits & Filings,Regulatory Information,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0296.pdf.json
"FP GRIFFIN/WHITEHEAD INEZ 1H/Regulatory/Permits & Filings/422513044600-WHITEHEAD,_INEZ_1H-Regulatory_Documentation-0001.pdf.PDF",FP GRIFFIN,WHITEHEAD INEZ 1H,Regulatory/Permits & Filings,Regulatory Information,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0297.pdf.json
WESTLAKE RESOURCES/BULL MOUNTAIN-31-18-DIV S513HF/Drilling/Directional/BULL MOUNTAIN-31-18-DIV S513HF Slide Report BHA #1.pdf,WESTLAKE RESOURCES,BULL MOUNTAIN-31-18-DIV S513HF,Drilling/Directional,Slide Sheet,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0298.pdf.json
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-A S732H/Drilling/Directional/REVIVAL-STX-UNIT-A S732H - Slide Report_BHA #3.pdf,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-A S732H,Drilling/Directional,Slide Sheet,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0299.pdf.json
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N734H/Drilling/Directional/Wrangler_STX_Unit_N734H_BHA #1 - 3 Slide Sheet.xlsx,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N734H,Drilling/Directional,Slide Sheet,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0300.xlsx.json
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-A S724H/Drilling/Directional/REVIVAL-STX-UNIT-A S724H - BHA #4 Slide Sheet.pdf,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-A S724H,Drilling/Directional,Slide Sheet,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0301.pdf.json
FORMENTERA SOUTH TEXAS/HOOEY-STX-UNIT-C N736H/Drilling/Directional/HOOEY-STX-UNIT-C N736H - BHA #7 Slide Sheet.pdf,FORMENTERA SOUTH TEXAS,HOOEY-STX-UNIT-C N736H,Drilling/Directional,Slide Sheet,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0302.pdf.json
WESTLAKE RESOURCES/FONDA-23-02-BAL N513HF/Drilling/Directional/FONDA-23-02-BAL N513HF - Slide Report BHA #2 Vertical.pdf,WESTLAKE RESOURCES,FONDA-23-02-BAL N513HF,Drilling/Directional,Slide Sheet,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0303.pdf.json
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N731H/Drilling/Mud & Fluids/Formentera_Patt 271_Wrangler STX Unit 731H_SCR #11.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N731H,Drilling/Mud & Fluids,Solids Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0304.pdf.json
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N734H/Drilling/Mud & Fluids/Formentera_Patt 271_Wrangler STX Unit 734H_JSA #41.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N734H,Drilling/Mud & Fluids,Solids Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0305.pdf.json
